Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Waffles,Spaniel Mix,"(42.38036658, -71.11194809)",-71.11194809,-71.11194809,Agassiz
Oliver,Pit Bull,"(42.36887514, -71.09964377)",-71.09964377,-71.09964377,The Port
Casca,Beagle,"(42.38438515, -71.11994914)",-71.11994914,-71.11994914,Agassiz
Blackie,Shih Tzu,"(42.36179372, -71.1024641)",-71.1024641,-71.1024641,Cambridgeport
Zena,Samoyed,"(42.37640155, -71.15301213)",-71.15301213,-71.15301213,Strawberry Hill
P.J.,Minature Schnauzer,"(42.37110994, -71.09709792)",-71.09709792,-71.09709792,Wellington-Harrington
Honey,Shep,"(42.36999618, -71.0858801)",-71.0858801,-71.0858801,East Cambridge
Lily,Yorksire Terrier,"(42.37364904, -71.08006708)",-71.08006708,-71.08006708,East Cambridge
Buddy,Labrador Retriever Mix,"(42.39303003, -71.12600976)",-71.12600976,-71.12600976,North Cambridge
Coco,Chihuahua Mix,"(42.36058796, -71.10729756)",-71.10729756,-71.10729756,Cambridgeport
Millie,Shep,"(42.3663702, -71.09978954)",-71.09978954,-71.09978954,The Port
Rio,Golden Retriever,"(42.38131606, -71.13892939)",-71.13892939,-71.13892939,West Cambridge
Di,Pit Bull,"(42.39001234, -71.11991625)",-71.11991625,-71.11991625,Neighborhood Nine
Macallan,Border Collie,"(42.38127188, -71.14125686)",-71.14125686,-71.14125686,West Cambridge
Lily,Labrador Retriever,"(42.38051839, -71.14190722)",-71.14190722,-71.14190722,West Cambridge
Freddie,Poodle,"(42.36797257, -71.10057601)",-71.10057601,-71.10057601,The Port
Waiola,Border Collie/Lab Mix,"(42.37294442, -71.10770441)",-71.10770441,-71.10770441,Mid-Cambridge
Lily,German Shepherd,"(42.36799294, -71.09237913)",-71.09237913,-71.09237913,Wellington-Harrington
Franklin,Pug,"(42.36905447, -71.08574084)",-71.08574084,-71.08574084,East Cambridge
Gus,Pomeranian,"(42.38507447, -71.13093662)",-71.13093662,-71.13093662,Neighborhood Nine
Kylo,Siberian Husky,"(42.37180907, -71.07328237)",-71.07328237,-71.07328237,East Cambridge
Irving,Labrador Retriever,"(42.39435335, -71.15833147)",-71.15833147,-71.15833147,Cambridge Highlands
Truffle,French Bulldog,"(42.38829561, -71.12464367)",-71.12464367,-71.12464367,North Cambridge
Toulouse,French Bulldog,"(42.36806906, -71.10734362)",-71.10734362,-71.10734362,Mid-Cambridge
Ruby,Beagle Mix,"(42.3667629, -71.10975084)",-71.10975084,-71.10975084,Riverside
Sunny,Welsh Terrier,"(42.38760473, -71.12983525)",-71.12983525,-71.12983525,Neighborhood Nine
Sugar,Chihuahua Mix,"(42.39025743, -71.13781272)",-71.13781272,-71.13781272,North Cambridge
Louie,Chow Chow,"(42.3711123, -71.07257906)",-71.07257906,-71.07257906,East Cambridge
Marla,Black Russian Terrier,"(42.37856737, -71.12743553)",-71.12743553,-71.12743553,West Cambridge
Bob,,"(42.38407187, -71.13269292)",-71.13269292,-71.13269292,West Cambridge
Emma,Mix,"(42.3640698, -71.10324426)",-71.10324426,-71.10324426,Cambridgeport
Gus,Labrador Retriever,"(42.37536614, -71.14752352)",-71.14752352,-71.14752352,West Cambridge
Ziggy,Miniature Poodle,"(42.38295556, -71.14461143)",-71.14461143,-71.14461143,West Cambridge
Tobe,Australian Shepherd,"(42.36283089, -71.112925)",-71.112925,-71.112925,Riverside
Pasha,Lagotto Romagnolo,"(42.36921303, -71.10911911)",-71.10911911,-71.10911911,Mid-Cambridge
Bentley,Yorksire Terrier,"(42.37096993, -71.09104409)",-71.09104409,-71.09104409,Wellington-Harrington
Sebastian,Cavalier King Charles Spaniel,"(42.3834119, -71.1353127)",-71.1353127,-71.1353127,Neighborhood Nine
Boots,Labrador Retriever,"(42.37713913, -71.10775382)",-71.10775382,-71.10775382,Mid-Cambridge
Brooklyn,Boxer,"(42.38235105, -71.1138921)",-71.1138921,-71.1138921,Agassiz
Finn,Labrador Retriever,"(42.36834126, -71.10967121)",-71.10967121,-71.10967121,Riverside
Stitch,Samoyed,"(42.37039577, -71.07235372)",-71.07235372,-71.07235372,East Cambridge
Pooh Bear,American Eskimo,"(42.37113927, -71.08704089)",-71.08704089,-71.08704089,East Cambridge
Zilla,Dachshund,"(42.3924177, -71.12704888)",-71.12704888,-71.12704888,North Cambridge
Bella,Bulldog,"(42.37077948, -71.10148001)",-71.10148001,-71.10148001,Mid-Cambridge
Sophie,Rhodesian Ridgeback,"(42.36566007, -71.08204217)",-71.08204217,-71.08204217,East Cambridge
Julius,Pit Bull,"(42.38199465, -71.14311688)",-71.14311688,-71.14311688,West Cambridge
Nina,Chihuahua,"(42.38417228, -71.11703663)",-71.11703663,-71.11703663,Agassiz
Skylar,Golden Retriever,"(42.37405497, -71.10633319)",-71.10633319,-71.10633319,Mid-Cambridge
Rohan,Labrador Retriever,"(42.39888171, -71.13293399)",-71.13293399,-71.13293399,North Cambridge
Koki,Brussels Griffon,"(42.37997767, -71.12051996)",-71.12051996,-71.12051996,Neighborhood Nine
Rowna,Cairn Terrier,"(42.37770082, -71.10947474)",-71.10947474,-71.10947474,Mid-Cambridge
Pepper,Keeshound,"(42.38681606, -71.13024997)",-71.13024997,-71.13024997,Neighborhood Nine
Churi,Labrador Retriever,"(42.3795676, -71.14237932)",-71.14237932,-71.14237932,West Cambridge
Stella,Border Terr,"(42.38264966, -71.14067495)",-71.14067495,-71.14067495,West Cambridge
Charlie,Labrador Retriever,"(42.38381566, -71.12274903)",-71.12274903,-71.12274903,Neighborhood Nine
Minnie,Glen Of Imaal Terrier,"(42.38252191, -71.12853424)",-71.12853424,-71.12853424,Neighborhood Nine
Manny,Cocker Spaniel,"(42.37839615, -71.10667873)",-71.10667873,-71.10667873,Mid-Cambridge
Trixie,German Shepherd,"(42.38278224, -71.13413471)",-71.13413471,-71.13413471,Neighborhood Nine
Bo,Labrador Retriever,"(42.39991776, -71.13942913)",-71.13942913,-71.13942913,North Cambridge
Moose,Dachshund Long Hair,"(42.38806577, -71.12932634)",-71.12932634,-71.12932634,Neighborhood Nine
Mila,Brittany Spaniel Mix,"(42.39082489, -71.1450016)",-71.1450016,-71.1450016,Cambridge Highlands
Kepler,German Shepherd Mix,"(42.368221, -71.11575403)",-71.11575403,-71.11575403,Riverside
Ellie,Terrier Mix,"(42.38749337, -71.11861093)",-71.11861093,-71.11861093,Agassiz
Kaiser,Maltese,"(42.37005692, -71.08342187)",-71.08342187,-71.08342187,East Cambridge
Ella,Poodle,"(42.37392529, -71.11165046)",-71.11165046,-71.11165046,Mid-Cambridge
Buddy,Bichon Frise,"(42.39513949, -71.13723697)",-71.13723697,-71.13723697,North Cambridge
Homer,Australian Terrier,"(42.38414924, -71.13874493)",-71.13874493,-71.13874493,Neighborhood Nine
Dutch,Hound,"(42.3851725, -71.13041204)",-71.13041204,-71.13041204,Neighborhood Nine
Piper,Labrador Retriever,"(42.36983279, -71.10250774)",-71.10250774,-71.10250774,Mid-Cambridge
Gracie,Brittany Spaniel,"(42.37984061, -71.13601303)",-71.13601303,-71.13601303,West Cambridge
Vicky Ii,Norfolk Terrier,"(42.37399228, -71.1293591)",-71.1293591,-71.1293591,West Cambridge
Roxy,Boxer,"(42.37663721, -71.13801822)",-71.13801822,-71.13801822,West Cambridge
Ace,Labrador Retriever,"(42.36097012, -71.1150956)",-71.1150956,-71.1150956,Riverside
Monty,Labrador Retriever,"(42.36364614, -71.10841145)",-71.10841145,-71.10841145,Cambridgeport
Maya,Cock-A -Poo,"(42.39268818, -71.15596102)",-71.15596102,-71.15596102,Cambridge Highlands
Echo,Hound,"(42.39854352, -71.13145253)",-71.13145253,-71.13145253,North Cambridge
Mako,American Bulldog,"(42.36662231, -71.11352252)",-71.11352252,-71.11352252,Riverside
Pepper,Beagle,"(42.36088732, -71.11330848)",-71.11330848,-71.11330848,Cambridgeport
Shadow,Lab/Shep,"(42.357451, -71.10810944)",-71.10810944,-71.10810944,Cambridgeport
Adelaide,Labradoddle,"(42.37734321, -71.13490797)",-71.13490797,-71.13490797,West Cambridge
Bella,Dalmation,"(42.38036405, -71.15594146)",-71.15594146,-71.15594146,Strawberry Hill
Sasha,Siberian Husky,"(42.37450184, -71.12726629)",-71.12726629,-71.12726629,West Cambridge
Remington,Australian Shepherd,"(42.37765172, -71.15242444)",-71.15242444,-71.15242444,Strawberry Hill
Dipper,Yorkshire Terrier,"(42.39888839, -71.13652512)",-71.13652512,-71.13652512,North Cambridge
Milly,Labrador Retriever,"(42.40082034, -71.13198836)",-71.13198836,-71.13198836,North Cambridge
Keeba,Border Collie,"(42.37999841, -71.14881638)",-71.14881638,-71.14881638,Strawberry Hill
Bubbles,Yorksire Terrier,"(42.36292585, -71.10067661)",-71.10067661,-71.10067661,The Port
Winnie,Airedale,"(42.37814206, -71.14403756)",-71.14403756,-71.14403756,West Cambridge
Pepe,Chihuahua,"(42.37417711, -71.15069717)",-71.15069717,-71.15069717,Strawberry Hill
Emmett,LABRADOR Retriever,"(42.38542154, -71.11608304)",-71.11608304,-71.11608304,Agassiz
Roscoe,Mix,"(42.37377904, -71.09488165)",-71.09488165,-71.09488165,Wellington-Harrington
Remi,German Shorthair Pointer,"(42.36170142, -71.11215904)",-71.11215904,-71.11215904,Cambridgeport
Bella,Yorkie Terrier,"(42.36644092, -71.10431369)",-71.10431369,-71.10431369,Cambridgeport
Otis,Labrador Retriever,"(42.38850951, -71.12632618)",-71.12632618,-71.12632618,Neighborhood Nine
Presh,Pit Bull Mix,"(42.40152154, -71.13318222)",-71.13318222,-71.13318222,North Cambridge
Ollie,Labrador / Hound,"(42.39278162, -71.13080082)",-71.13080082,-71.13080082,North Cambridge
Genghis,Afghan Hound,"(42.36779438, -71.10950133)",-71.10950133,-71.10950133,Riverside
Baxter,Labrador Retriever Mix,"(42.394117, -71.13161373)",-71.13161373,-71.13161373,North Cambridge
Sheldon,Chihuahua,"(42.37680608, -71.14972428)",-71.14972428,-71.14972428,West Cambridge
Sailor,Italian Greyhould,"(42.37669845, -71.10827649)",-71.10827649,-71.10827649,Mid-Cambridge
Kate Lola,Yorksire Terrier,"(42.36698559, -71.10626432)",-71.10626432,-71.10626432,Mid-Cambridge
Daisy,Labrador Retriever,"(42.38528191, -71.14044012)",-71.14044012,-71.14044012,Neighborhood Nine
Brewster,Pointer,"(42.38441612, -71.11595389)",-71.11595389,-71.11595389,Agassiz
Chaz,Greyhound,"(42.38053405, -71.15409303)",-71.15409303,-71.15409303,Strawberry Hill
Hawkeye,Labrador Retriever,"(42.38181796, -71.12097942)",-71.12097942,-71.12097942,Neighborhood Nine
Henry Barman,Beagle Mix,"(42.38538689, -71.11506183)",-71.11506183,-71.11506183,Agassiz
Milo,Terrier,"(42.38606566, -71.12771156)",-71.12771156,-71.12771156,Neighborhood Nine
Leah,Whippet Mix,"(42.38804208, -71.1296945)",-71.1296945,-71.1296945,Neighborhood Nine
Yankee,Poodle,"(42.38181906, -71.13404804)",-71.13404804,-71.13404804,West Cambridge
Buoy,Golden Retriever,"(42.37665697, -71.13976735)",-71.13976735,-71.13976735,West Cambridge
Cocoa,Poodle,"(42.3689844, -71.09566861)",-71.09566861,-71.09566861,The Port
Wyatt,Collie Mix,"(42.3825676, -71.13029923)",-71.13029923,-71.13029923,Neighborhood Nine
Ryley,Miniature Schanuzer,"(42.39054474, -71.12295853)",-71.12295853,-71.12295853,North Cambridge
Truman Capote,Lhasa Apso Mix,"(42.37244208, -71.09203672)",-71.09203672,-71.09203672,Wellington-Harrington
Eudora,Great Pyrenese,"(42.35653876, -71.10984077)",-71.10984077,-71.10984077,Cambridgeport
Hamlet,Bernese Mountain Dog,"(42.38485087, -71.13537318)",-71.13537318,-71.13537318,Neighborhood Nine
Athena,Maltipoo,"(42.38384801, -71.12771036)",-71.12771036,-71.12771036,Neighborhood Nine
Guava,Pug,"(42.37036013, -71.10252465)",-71.10252465,-71.10252465,Mid-Cambridge
Scout,Havanese,"(42.37798921, -71.13934525)",-71.13934525,-71.13934525,West Cambridge
Rex,Golden Retriever,"(42.38072053, -71.13907778)",-71.13907778,-71.13907778,West Cambridge
Diesel,Plott Hound,"(42.39182174, -71.12195792)",-71.12195792,-71.12195792,North Cambridge
Cody,Yorksire Terrier,"(42.36991125, -71.08396079)",-71.08396079,-71.08396079,East Cambridge
Kenobi,Cockerpoo,"(42.37429901, -71.13767413)",-71.13767413,-71.13767413,West Cambridge
Minnie,Bichon-Poodle,"(42.3671067, -71.1047104)",-71.1047104,-71.1047104,Cambridgeport
Parker,Olde English Bulldog,"(42.3670909, -71.08237946)",-71.08237946,-71.08237946,East Cambridge
Ruth,Walker Hound,"(42.3693186, -71.1008711)",-71.1008711,-71.1008711,Mid-Cambridge
Skyler,Labrador Retriever,"(42.36494467, -71.0822153)",-71.0822153,-71.0822153,East Cambridge
Lucy,Boxer,"(42.39030328, -71.14544166)",-71.14544166,-71.14544166,Cambridge Highlands
Hugo,Dachshund,"(42.36984031, -71.08548619)",-71.08548619,-71.08548619,East Cambridge
Mac,Miniature Poodle,"(42.37642347, -71.12811316)",-71.12811316,-71.12811316,West Cambridge
Chance,Foxhound,"(42.35398863, -71.10781235)",-71.10781235,-71.10781235,Cambridgeport
Snickers,Cockerpoo,"(42.39176526, -71.13163478)",-71.13163478,-71.13163478,North Cambridge
Daphne,Basset Hound,"(42.36818449, -71.09922636)",-71.09922636,-71.09922636,The Port
Whimsy,Bichon Frise,"(42.36353918, -71.1100598)",-71.1100598,-71.1100598,Riverside
Bessie,BEAGLE,"(42.36954202, -71.07718629)",-71.07718629,-71.07718629,East Cambridge
Mia,Whippet,"(42.38503883, -71.12987861)",-71.12987861,-71.12987861,Neighborhood Nine
Duke,American Staffordshire Terrier,"(42.37453689, -71.10012101)",-71.10012101,-71.10012101,Mid-Cambridge
Lila,Silky Terrier,"(42.37890314, -71.10780646)",-71.10780646,-71.10780646,Mid-Cambridge
Guinness Wildman,Mix,"(42.39626525, -71.13436024)",-71.13436024,-71.13436024,North Cambridge
Rudy,Pomeranian,"(42.36778844, -71.10787336)",-71.10787336,-71.10787336,Mid-Cambridge
Juno,Labrador Retriever Mix,"(42.37990628, -71.12341444)",-71.12341444,-71.12341444,Neighborhood Nine
George,Bulldog,"(42.36802509, -71.08076553)",-71.08076553,-71.08076553,East Cambridge
Biko,Vizsla,"(42.35704111, -71.09446391)",-71.09446391,-71.09446391,Area 2/MIT
Biscuit,Yorkie,"(42.3695023, -71.11461459)",-71.11461459,-71.11461459,Mid-Cambridge
Umi,Labrador Retriever,"(42.36113896, -71.10841864)",-71.10841864,-71.10841864,Cambridgeport
Gnocchi,Husky,"(42.38612842, -71.13112701)",-71.13112701,-71.13112701,Neighborhood Nine
Edward G.,Dachshund,"(42.39379562, -71.14581582)",-71.14581582,-71.14581582,Cambridge Highlands
Molly,Poodle,"(42.38447875, -71.11561499)",-71.11561499,-71.11561499,Agassiz
Bandit,Australian Shep Mix,"(42.39887615, -71.1372583)",-71.1372583,-71.1372583,North Cambridge
Maggie Mae,Bulldog,"(42.39897694, -71.14205753)",-71.14205753,-71.14205753,North Cambridge
Ella,Australian Cattle Dog,"(42.36879373, -71.0822447)",-71.0822447,-71.0822447,East Cambridge
Percy,Pug,"(42.37962135, -71.12408542)",-71.12408542,-71.12408542,Neighborhood Nine
Magic,Poodle,"(42.38112261, -71.11362189)",-71.11362189,-71.11362189,Agassiz
Chica,Mix,"(42.37591515, -71.13145227)",-71.13145227,-71.13145227,West Cambridge
Emma,West Highland White Terrier,"(42.39363398, -71.14546074)",-71.14546074,-71.14546074,Cambridge Highlands
Bandit,Pit Bull,"(42.3708271, -71.08307124)",-71.08307124,-71.08307124,East Cambridge
Logan,Boykin Spaniel,"(42.36910872, -71.10981261)",-71.10981261,-71.10981261,Mid-Cambridge
Gus,Shih Tzu Mix,"(42.36378513, -71.1104325)",-71.1104325,-71.1104325,Riverside
Ali,Bernese Mountain Dog,"(42.38750779, -71.16127986)",-71.16127986,-71.16127986,Strawberry Hill
Tyger,Pomeranian,"(42.37181389, -71.07329371)",-71.07329371,-71.07329371,East Cambridge
Jackson,Havanese,"(42.37137864, -71.09642496)",-71.09642496,-71.09642496,Wellington-Harrington
Cooper,German Shepherd,"(42.35997222, -71.10739036)",-71.10739036,-71.10739036,Cambridgeport
Eleanor Rigby,West Highland White Terrier,"(42.37120132, -71.10672821)",-71.10672821,-71.10672821,Mid-Cambridge
Arlo,Jindo,"(42.38352011, -71.11190477)",-71.11190477,-71.11190477,Agassiz
Molly,Australian Shepherd,"(42.37697799, -71.12015877)",-71.12015877,-71.12015877,Agassiz
Ramsay,Vizsla,"(42.37057887, -71.10170535)",-71.10170535,-71.10170535,Mid-Cambridge
Rennie,Shepherd Mix,"(42.38732539, -71.12333228)",-71.12333228,-71.12333228,Neighborhood Nine
Riley,Poodle,"(42.38472021, -71.13893563)",-71.13893563,-71.13893563,West Cambridge
Turquoise,Maltese,"(42.37861096, -71.1439222)",-71.1439222,-71.1439222,West Cambridge
Rogue,Border Collie,"(42.35714235, -71.10846275)",-71.10846275,-71.10846275,Cambridgeport
Abby,Mix,"(42.38006569, -71.126697)",-71.126697,-71.126697,Neighborhood Nine
Maya,Golden Retriever,"(42.39021708, -71.1257989)",-71.1257989,-71.1257989,North Cambridge
Charlie,Toy Fox Terrier,"(42.39237043, -71.13114065)",-71.13114065,-71.13114065,North Cambridge
Gracie,Miniature Australian Shepherd,"(42.35957307, -71.10829781)",-71.10829781,-71.10829781,Cambridgeport
Duke,German Shepherd,"(42.36393198, -71.10516051)",-71.10516051,-71.10516051,Cambridgeport
Mocha,Shih Tzu,"(42.37246474, -71.08899996)",-71.08899996,-71.08899996,Wellington-Harrington
Moja,Kai Dog,"(42.37884262, -71.1195885)",-71.1195885,-71.1195885,Neighborhood Nine
Lady,SHELTIE,"(42.37821446, -71.1237325)",-71.1237325,-71.1237325,Neighborhood Nine
Sam,Labrador Retriever,"(42.3766192, -71.14399216)",-71.14399216,-71.14399216,West Cambridge
Keisha,Ret,"(42.37635041, -71.12761639)",-71.12761639,-71.12761639,West Cambridge
Lulu,Border Collie Mix,"(42.37988591, -71.14024235)",-71.14024235,-71.14024235,West Cambridge
Percy,Hound,"(42.39384735, -71.1317162)",-71.1317162,-71.1317162,North Cambridge
Blue,Hound Mix,"(42.39522908, -71.12516425)",-71.12516425,-71.12516425,North Cambridge
Jake,Labrador Retriever Mix,"(42.37355365, -71.09682239)",-71.09682239,-71.09682239,Wellington-Harrington
Taz,Australian Terrier,"(42.39754889, -71.13539481)",-71.13539481,-71.13539481,North Cambridge
Blu,Italian Mastiff,"(42.39871668, -71.13623479)",-71.13623479,-71.13623479,North Cambridge
Iffy,Yorksire Terrier,"(42.39550156, -71.13038256)",-71.13038256,-71.13038256,North Cambridge
Lulu,Corgi Mix,"(42.36632682, -71.09318882)",-71.09318882,-71.09318882,Wellington-Harrington
Bono,Cockerpoo,"(42.40102096, -71.13997333)",-71.13997333,-71.13997333,North Cambridge
Reggie,Beagle,"(42.3910859, -71.14709351)",-71.14709351,-71.14709351,Cambridge Highlands
Kona,Shiba Inu,"(42.37081635, -71.07294468)",-71.07294468,-71.07294468,East Cambridge
Luci,West Highland White Terrier,"(42.39635554, -71.14286127)",-71.14286127,-71.14286127,North Cambridge
Piper,Golden Doodle,"(42.38577551, -71.12712041)",-71.12712041,-71.12712041,Neighborhood Nine
Peanut,Chihuahua,"(42.39569247, -71.13849094)",-71.13849094,-71.13849094,North Cambridge
Louie,Standard Poodle,"(42.38922906, -71.13984303)",-71.13984303,-71.13984303,Neighborhood Nine
Joshua,Cav. King Charles Spaniel,"(42.39222084, -71.12306748)",-71.12306748,-71.12306748,North Cambridge
Lu Lu,Labrador Retriever,"(42.36993046, -71.09924992)",-71.09924992,-71.09924992,The Port
Subotai,Chow,"(42.37647967, -71.14042514)",-71.14042514,-71.14042514,West Cambridge
Dale,Airedale Terrier,"(42.35738555, -71.10826793)",-71.10826793,-71.10826793,Cambridgeport
Buddy,Pointer,"(42.37422735, -71.09637774)",-71.09637774,-71.09637774,Wellington-Harrington
Nikko,Maltese,"(42.35591974, -71.10588098)",-71.10588098,-71.10588098,Cambridgeport
Hans,Gsd,"(42.36558161, -71.07479675)",-71.07479675,-71.07479675,East Cambridge
Milo,Sheltie,"(42.38059189, -71.113145)",-71.113145,-71.113145,Agassiz
Ember,Mix,"(42.38216244, -71.13233355)",-71.13233355,-71.13233355,Neighborhood Nine
Missy,Labrador Retriever Mix,"(42.39076511, -71.14725015)",-71.14725015,-71.14725015,Cambridge Highlands
Sully,Beagle,"(42.3547556, -71.10604644)",-71.10604644,-71.10604644,Cambridgeport
Milou,Beagle/Dachshund,"(42.37304604, -71.10808256)",-71.10808256,-71.10808256,Mid-Cambridge
Molly,German Shepherd,"(42.35859507, -71.10217005)",-71.10217005,-71.10217005,Cambridgeport
Bailey,Hound Mix,"(42.37996303, -71.15475093)",-71.15475093,-71.15475093,Strawberry Hill
Arya,Shepherd Mix,"(42.38796726, -71.14880501)",-71.14880501,-71.14880501,Cambridge Highlands
Lola,Shep. Mix,"(42.37084611, -71.08118526)",-71.08118526,-71.08118526,East Cambridge
Millie,Labradoddle,"(42.3743965, -71.1288074)",-71.1288074,-71.1288074,West Cambridge
Canoli,Shih Tzu,"(42.3742865, -71.14975286)",-71.14975286,-71.14975286,Strawberry Hill
Bella,Cocker Spaniel,"(42.37406431, -71.08107183)",-71.08107183,-71.08107183,East Cambridge
Milo,Rat Terrier,"(42.39078629, -71.118252)",-71.118252,-71.118252,North Cambridge
Watson,Labradoddle,"(42.36998822, -71.11274083)",-71.11274083,-71.11274083,Mid-Cambridge
Baxter,Beagle,"(42.37119291, -71.12231593)",-71.12231593,-71.12231593,West Cambridge
Farley,Labrador Retriever,"(42.37182716, -71.10915315)",-71.10915315,-71.10915315,Mid-Cambridge
Bea,Pug,"(42.37252296, -71.10979782)",-71.10979782,-71.10979782,Mid-Cambridge
Dexter,Labrador Retriever,"(42.38655044, -71.13199278)",-71.13199278,-71.13199278,Neighborhood Nine
Milo,Standard Poodle,"(42.36637296, -71.10169576)",-71.10169576,-71.10169576,The Port
Fidel,Cavalier King Charles Spaniel,"(42.37819329, -71.14778998)",-71.14778998,-71.14778998,West Cambridge
